Date,Open,High,Low,Close,Adj Close,Volume
1972-09-01,7.768681,7.808216,7.768681,7.788448,1.238430,70823
1972-09-05,7.788448,7.788448,7.729145,7.729145,1.229001,101175
1972-09-06,7.719262,7.719262,7.669843,7.679726,1.221142,164410
1972-09-07,7.679726,7.719262,7.679726,7.689610,1.222713,116352
1972-09-08,7.689610,7.709378,7.679726,7.689610,1.222713,41735
1972-09-11,7.689610,7.719262,7.630307,7.630307,1.213284,183381
1972-09-12,7.620423,7.620423,7.600656,7.600656,1.208569,40470
1972-09-13,7.610540,7.640191,7.610540,7.640191,1.214855,44264
1972-09-14,7.640191,7.669843,7.630307,7.659959,1.218000,43000
1972-09-15,7.640191,7.640191,7.511701,7.531469,1.197569,412290
1972-09-18,7.491934,7.491934,7.452399,7.452399,1.184995,98646
1972-09-19,7.442515,7.442515,7.373328,7.373328,1.172422,96117
1972-09-20,7.363444,7.363444,7.314025,7.353560,1.169280,125205
1972-09-21,7.353560,7.353560,7.314025,7.333793,1.166136,70823
1972-09-22,7.343677,7.383212,7.343677,7.353560,1.169280,368026
1972-09-25,7.353560,7.353560,7.314025,7.314025,1.168648,125205
1972-09-26,7.314025,7.333793,7.234955,7.254722,1.159171,154293
1972-09-27,7.254722,7.314025,7.254722,7.314025,1.168648,146704
1972-09-28,7.343677,7.472166,7.343677,7.472166,1.193916,214998
1972-09-29,7.511701,7.580888,7.511701,7.580888,1.211288,713287
1972-10-02,7.571004,7.571004,7.531469,7.541353,1.204970,88529
1972-10-03,7.541353,7.580888,7.541353,7.541353,1.204970,69558
1972-10-04,7.541353,7.541353,7.462282,7.472166,1.193916,97381
1972-10-05,7.462282,7.462282,7.353560,7.353560,1.174964,74617
1972-10-06,7.353560,7.432631,7.274490,7.383212,1.179702,151763
1972-10-09,7.383212,7.393096,7.343677,7.393096,1.181281,50588
1972-10-10,7.402979,7.462282,7.402979,7.402979,1.182861,55647
1972-10-11,7.402979,7.422747,7.373328,7.373328,1.178123,110028
1972-10-12,7.373328,7.373328,7.323909,7.353560,1.174964,61970
1972-10-13,7.333793,7.333793,7.284374,7.294257,1.165489,92323
1972-10-16,7.274490,7.274490,7.205303,7.215187,1.152855,60705
1972-10-17,7.215187,7.254722,7.215187,7.225071,1.154434,192233
1972-10-18,7.254722,7.383212,7.254722,7.383212,1.179702,245351
1972-10-19,7.393096,7.462282,7.393096,7.432631,1.187599,297203
1972-10-20,7.432631,7.511701,7.402979,7.472166,1.193916,244086
1972-10-23,7.531469,7.571004,7.531469,7.531469,1.203392,145440
1972-10-24,7.531469,7.571004,7.511701,7.531469,1.203392,93587
1972-10-25,7.551237,7.590772,7.551237,7.571004,1.209708,360438
1972-10-26,7.571004,7.571004,7.491934,7.531469,1.203392,383202
1972-10-27,7.531469,7.551237,7.491934,7.551237,1.206549,149234
1972-10-30,7.551237,7.571004,7.511701,7.561121,1.208128,183381
1972-10-31,7.561121,7.590772,7.511701,7.590772,1.212867,237762
1972-11-01,7.610540,7.669843,7.610540,7.650075,1.222342,94852
1972-11-02,7.669843,7.739029,7.669843,7.739029,1.236556,115087
1972-11-03,7.748913,7.907054,7.748913,7.867519,1.257085,304791
1972-11-06,7.877403,7.936706,7.877403,7.877403,1.258665,275703
1972-11-08,7.877403,7.926822,7.867519,7.877403,1.258665,337673
1972-11-09,7.877403,7.916938,7.837867,7.916938,1.264981,182116
1972-11-10,7.916938,7.966357,7.897170,7.926822,1.266562,202351
1972-11-13,7.926822,7.946589,7.887287,7.946589,1.269720,169469
1972-11-14,7.936706,7.936706,7.887287,7.887287,1.260244,126469
1972-11-15,7.907054,7.986125,7.907054,7.966357,1.272878,247880
1972-11-16,7.966357,8.302407,7.956473,8.302407,1.326573,534965
1972-11-17,8.312291,8.440780,8.312291,8.341942,1.332890,1148342
1972-11-20,8.341942,8.341942,8.223336,8.262872,1.320255,187175
1972-11-21,8.262872,8.322175,8.223336,8.322175,1.329731,343997
1972-11-22,8.302407,8.302407,8.183801,8.233220,1.315518,127734
1972-11-24,8.243104,8.282639,8.243104,8.262872,1.320255,79676
1972-11-27,8.262872,8.292523,8.262872,8.282639,1.323414,240292
1972-11-28,8.282639,8.312291,8.243104,8.252988,1.318676,314909
1972-11-29,8.252988,8.252988,8.183801,8.183801,1.307621,151763
1972-11-30,8.144266,8.144266,7.966357,8.005892,1.279196,194763
1972-12-01,8.005892,8.065195,7.996009,8.045428,1.285512,139116
1972-12-04,8.045428,8.055311,7.996009,8.045428,1.285512,117616
1972-12-05,8.045428,8.055311,8.005892,8.025660,1.282353,252939
1972-12-06,8.025660,8.045428,8.005892,8.025660,1.282353,251674
1972-12-07,8.025660,8.055311,7.996009,8.025660,1.282353,193498
1972-12-08,8.025660,8.055311,8.025660,8.045428,1.285512,41735
1972-12-11,8.045428,8.104731,8.015776,8.104731,1.294989,73352
1972-12-12,8.164033,8.252988,8.164033,8.223336,1.313938,208674
1972-12-13,8.173917,8.173917,8.124498,8.124498,1.298146,117616
1972-12-14,8.144266,8.262872,8.144266,8.262872,1.320255,280762
1972-12-15,8.262872,8.272755,8.223336,8.243104,1.317098,331350
1972-12-18,8.164033,8.164033,8.065195,8.104731,1.294989,149234
1972-12-19,8.035544,8.035544,7.926822,7.966357,1.272878,284556
1972-12-20,8.005892,8.065195,8.005892,8.025660,1.282353,304791
1972-12-21,8.025660,8.065195,8.005892,8.005892,1.279196,292144
1972-12-22,7.986125,7.986125,7.946589,7.986125,1.281733,278233
1972-12-26,7.986125,7.986125,7.926822,7.946589,1.275388,118881
1972-12-27,7.946589,7.966357,7.867519,7.966357,1.278561,321232
1972-12-29,7.986125,8.796598,7.986125,8.025660,1.288078,323762
1973-01-02,8.025660,8.075079,7.996009,8.075079,1.296010,247880
1973-01-03,8.164033,8.381477,8.164033,8.381477,1.345185,350320
1973-01-04,8.381477,8.381477,8.302407,8.322175,1.335668,259262
1973-01-05,8.312291,8.312291,8.223336,8.243104,1.322978,188439
1973-01-08,8.252988,8.351826,8.252988,8.302407,1.332495,190969
1973-01-09,8.302407,8.332058,8.282639,8.282639,1.329323,120146
1973-01-10,8.262872,8.262872,8.183801,8.183801,1.313459,154293
1973-01-11,8.164033,8.164033,8.045428,8.114614,1.302355,208674
1973-01-12,8.114614,8.134382,8.075079,8.104731,1.300770,255468
1973-01-15,8.104731,8.144266,8.025660,8.035544,1.289664,287085
1973-01-16,8.035544,8.075079,8.005892,8.045428,1.291251,116352
1973-01-17,8.065195,8.252988,8.065195,8.252988,1.324564,144175
1973-01-18,8.252988,8.292523,8.203569,8.213453,1.318219,515995
1973-01-19,8.213453,8.223336,8.183801,8.183801,1.313459,158087
1973-01-22,8.173917,8.173917,8.065195,8.065195,1.294424,278233
1973-01-23,8.015776,8.015776,7.986125,7.986125,1.281733,465407
1973-01-24,7.986125,8.084963,7.827984,7.837867,1.257939,332614
1973-01-26,7.837867,7.877403,7.778565,7.818100,1.254766,299732
1973-01-29,7.818100,7.818100,7.748913,7.788448,1.250007,149234
1973-01-30,7.788448,7.857635,7.748913,7.788448,1.250007,437584
1973-01-31,7.788448,7.798332,7.699494,7.699494,1.235731,203616
1973-02-01,7.699494,7.719262,7.679726,7.689610,1.234143,263056
1973-02-02,7.689610,7.778565,7.689610,7.778565,1.248421,147969
1973-02-05,7.778565,7.798332,7.758797,7.778565,1.248421,214998
1973-02-06,7.788448,7.827984,7.788448,7.827984,1.256352,127734
1973-02-07,7.837867,7.936706,7.837867,7.837867,1.257939,241556
1973-02-08,7.837867,7.867519,7.827984,7.847751,1.259525,111293
1973-02-09,7.867519,8.173917,7.867519,8.104731,1.300770,454025
1973-02-12,8.223336,8.302407,8.223336,8.282639,1.329323,226380
1973-02-13,8.341942,8.618689,8.341942,8.440780,1.354703,680405
1973-02-14,8.421013,8.421013,8.262872,8.351826,1.340427,278233
1973-02-15,8.351826,8.381477,8.223336,8.233220,1.321391,217527
1973-02-16,8.223336,8.223336,8.094847,8.203569,1.316632,231439
1973-02-20,8.203569,8.282639,8.203569,8.233220,1.321391,122675
1973-02-21,8.262872,8.302407,8.262872,8.262872,1.326149,85999
1973-02-22,8.262872,8.322175,8.262872,8.322175,1.335668,87264
1973-02-23,8.322175,8.341942,8.292523,8.302407,1.332495,131528
1973-02-26,8.302407,8.302407,8.183801,8.223336,1.319804,161881
1973-02-27,8.223336,8.262872,8.025660,8.025660,1.288078,190969
1973-02-28,8.025660,8.045428,7.986125,8.045428,1.291251,412290
1973-03-01,8.045428,8.104731,8.005892,8.005892,1.284906,464143
1973-03-02,8.005892,8.104731,7.916938,8.104731,1.300770,233968
1973-03-05,8.104731,8.144266,8.055311,8.124498,1.303942,221321
1973-03-06,8.144266,8.272755,8.144266,8.233220,1.321391,293409
1973-03-07,8.272755,8.430896,8.272755,8.272755,1.327736,376879
1973-03-08,8.272755,8.322175,8.262872,8.302407,1.332495,524848
1973-03-09,8.302407,8.302407,8.233220,8.233220,1.321391,168204
1973-03-12,8.233220,8.272755,8.193685,8.193685,1.315046,298468
1973-03-13,8.193685,8.213453,8.183801,8.193685,1.315046,479319
1973-03-14,8.193685,8.223336,8.183801,8.223336,1.319804,314909
1973-03-15,8.223336,8.243104,8.203569,8.203569,1.316632,309850
1973-03-16,8.203569,8.213453,8.154150,8.173917,1.311873,223851
1973-03-19,8.173917,8.183801,7.976241,7.976241,1.280147,184645
1973-03-20,7.976241,8.015776,7.916938,8.015776,1.286491,294674
1973-03-21,8.144266,8.164033,8.144266,8.144266,1.307114,102440
1973-03-22,8.104731,8.104731,7.907054,7.976241,1.280147,471731
1973-03-23,7.976241,8.045428,7.907054,7.956473,1.276975,464143
1973-03-26,7.956473,8.045428,7.897170,7.986125,1.287491,347791
1973-03-27,8.025660,8.104731,8.025660,8.104731,1.306612,108764
1973-03-28,8.124498,8.183801,8.124498,8.144266,1.312986,150499
1973-03-29,8.144266,8.272755,8.144266,8.272755,1.333700,84734
1973-03-30,8.272755,8.302407,8.233220,8.282639,1.335294,413555
1973-04-02,8.223336,8.223336,8.134382,8.154150,1.314579,121411
1973-04-03,8.075079,8.075079,7.956473,8.015776,1.292271,178322
1973-04-04,8.015776,8.025660,7.926822,7.936706,1.279524,111293
1973-04-05,7.936706,7.936706,7.837867,7.897170,1.273150,175792
1973-04-06,7.897170,7.966357,7.867519,7.966357,1.284305,241556
1973-04-09,7.996009,8.154150,7.996009,8.144266,1.312986,156822
1973-04-10,8.144266,8.322175,8.104731,8.312291,1.340075,247880
1973-04-11,8.302407,8.302407,8.243104,8.302407,1.338481,204880
1973-04-12,8.302407,8.312291,8.243104,8.302407,1.338481,484378
1973-04-13,8.302407,8.302407,8.262872,8.272755,1.333700,121411
1973-04-16,8.272755,8.302407,8.252988,8.252988,1.330514,79676
1973-04-17,8.252988,8.322175,8.252988,8.272755,1.333700,174528
1973-04-18,8.282639,8.341942,8.282639,8.341942,1.344854,180851
1973-04-19,8.351826,8.480316,8.351826,8.470432,1.365569,182116
1973-04-23,8.460548,8.460548,8.411129,8.460548,1.363976,146704
1973-04-24,8.460548,8.529735,8.312291,8.312291,1.340075,345261
1973-04-25,8.312291,8.322175,8.243104,8.262872,1.332107,134058
1973-04-26,8.223336,8.223336,8.045428,8.164033,1.316173,423672
1973-04-27,8.164033,8.173917,8.035544,8.035544,1.295458,179586
1973-04-30,8.035544,8.045428,7.916938,8.005892,1.290678,168204
1973-05-01,8.005892,8.124498,7.966357,8.124498,1.309799,156822
1973-05-02,8.183801,8.351826,8.183801,8.322175,1.341668,298468
1973-05-03,8.322175,8.460548,8.223336,8.401245,1.354415,472995
1973-05-04,8.391361,8.480316,8.381477,8.391361,1.352822,265586
1973-05-07,8.411129,8.618689,8.411129,8.618689,1.389470,346526
1973-05-08,8.618689,8.677992,8.559386,8.618689,1.389470,271909
1973-05-09,8.589038,8.589038,8.480316,8.509967,1.371943,198557
1973-05-10,8.381477,8.381477,8.164033,8.203569,1.322546,225748
1973-05-11,8.203569,8.203569,8.084963,8.183801,1.319359,139116
1973-05-14,8.025660,8.025660,7.907054,7.966357,1.284305,254203
1973-05-15,7.966357,7.966357,7.827984,7.907054,1.274743,314909
1973-05-16,7.907054,7.966357,7.827984,7.926822,1.277930,214998
1973-05-17,7.926822,8.025660,7.808216,7.827984,1.261996,148601
1973-05-18,7.827984,7.827984,7.551237,7.571004,1.220567,302262
1973-05-21,7.571004,7.571004,7.333793,7.571004,1.220567,257365
1973-05-22,7.808216,8.203569,7.808216,8.183801,1.319359,325659
1973-05-23,8.183801,8.322175,8.025660,8.104731,1.306612,281394
1973-05-24,8.104731,8.539618,8.045428,8.500083,1.370349,262424
1973-05-25,8.500083,8.559386,8.322175,8.480316,1.367163,387629
1973-05-29,8.480316,8.480316,8.144266,8.144266,1.312986,125205
1973-05-30,8.144266,8.341942,7.986125,8.025660,1.293864,120146
1973-05-31,8.025660,8.025660,7.689610,7.689610,1.239687,241556
1973-06-01,7.689610,7.907054,7.610540,7.907054,1.274743,211836
1973-06-04,7.748913,7.748913,7.610540,7.669843,1.236501,163145
1973-06-05,7.669843,8.084963,7.630307,8.084963,1.303426,141646
1973-06-06,8.084963,8.282639,7.966357,7.986125,1.287491,144175
1973-06-07,8.025660,8.282639,8.025660,8.282639,1.335294,165675
1973-06-08,8.282639,8.401245,8.282639,8.401245,1.354415,252939
1973-06-11,8.500083,8.579154,8.500083,8.579154,1.383097,354114
1973-06-12,8.579154,8.579154,8.500083,8.579154,1.383097,286453
1973-06-13,8.579154,8.677992,8.579154,8.677992,1.399031,387629
1973-06-14,8.677992,8.677992,8.322175,8.677992,1.399031,298468
1973-06-15,8.539618,8.539618,8.223336,8.282639,1.335294,337673
1973-06-18,8.203569,8.203569,7.926822,7.986125,1.287491,163778
1973-06-19,7.986125,8.104731,7.907054,7.986125,1.287491,192233
1973-06-20,7.986125,8.045428,7.966357,8.045428,1.297052,233968
1973-06-21,8.045428,8.045428,7.986125,8.025660,1.293864,173263
1973-06-22,8.183801,8.539618,8.183801,8.223336,1.325733,399011
1973-06-25,8.223336,8.223336,7.867519,8.144266,1.319329,285188
1973-06-26,8.144266,8.183801,7.966357,8.144266,1.319329,287718
1973-06-27,8.144266,8.183801,8.025660,8.124498,1.316126,148601
1973-06-28,8.144266,8.223336,8.144266,8.203569,1.328936,299732
1973-06-29,8.203569,8.223336,8.104731,8.164033,1.322531,393320
1973-07-02,8.144266,8.144266,8.025660,8.104731,1.312924,108131
1973-07-03,8.104731,8.104731,7.926822,8.025660,1.300114,207410
1973-07-05,7.926822,7.926822,7.847751,7.907054,1.280902,180219
1973-07-06,7.907054,7.907054,7.748913,7.867519,1.274498,339570
1973-07-09,7.827984,7.827984,7.669843,7.748913,1.255284,171998
1973-07-10,7.768681,7.926822,7.768681,7.926822,1.284104,133425
1973-07-11,8.025660,8.440780,8.025660,8.440780,1.367363,374982
1973-07-12,8.440780,8.480316,8.223336,8.322175,1.348150,672817
1973-07-13,8.322175,8.381477,8.124498,8.183801,1.325734,56279
1973-07-16,8.183801,8.341942,8.124498,8.341942,1.351352,152396
1973-07-17,8.440780,8.579154,8.440780,8.440780,1.367363,182748
1973-07-18,8.381477,8.381477,8.223336,8.322175,1.348150,175792
1973-07-19,8.322175,8.440780,8.223336,8.401245,1.360958,325026
1973-07-20,8.401245,8.559386,8.381477,8.500083,1.376969,199822
1973-07-23,8.500083,8.737295,8.440780,8.737295,1.415396,311747
1973-07-24,8.737295,8.737295,8.579154,8.638457,1.399385,208674
1973-07-25,8.638457,8.875668,8.638457,8.757062,1.418599,264321
1973-07-26,8.836133,9.211718,8.836133,9.211718,1.492249,297835
1973-07-27,9.211718,9.251253,9.093112,9.093112,1.473037,377511
1973-07-30,8.974506,8.974506,8.677992,8.855901,1.434610,259895
1973-07-31,8.855901,8.875668,8.677992,8.677992,1.405790,113190
1973-08-01,8.677992,8.934971,8.480316,8.618689,1.396183,310482
1973-08-02,8.618689,8.677992,8.480316,8.579154,1.389778,277600
1973-08-03,8.579154,8.638457,8.440780,8.638457,1.399385,169469
1973-08-06,8.638457,8.855901,8.618689,8.757062,1.418599,170101
1973-08-07,8.757062,8.875668,8.677992,8.737295,1.415396,127734
1973-08-08,8.737295,8.737295,8.480316,8.519851,1.380172,116352
1973-08-09,8.519851,8.796598,8.440780,8.677992,1.405790,273806
1973-08-10,8.677992,8.677992,8.480316,8.579154,1.389778,73352
1973-08-13,8.579154,8.677992,8.579154,8.638457,1.399385,128366
1973-08-14,8.638457,8.796598,8.618689,8.757062,1.418599,94852
1973-08-15,8.757062,8.757062,8.638457,8.697760,1.408991,169469
1973-08-16,8.737295,8.836133,8.737295,8.737295,1.415396,196660
1973-08-17,8.677992,8.677992,8.559386,8.579154,1.389778,108764
1973-08-20,8.579154,8.638457,8.480316,8.480316,1.373767,67029
1973-08-21,8.480316,8.559386,8.440780,8.539618,1.383373,317438
1973-08-22,8.480316,8.480316,8.381477,8.440780,1.367363,108764
1973-08-23,8.440780,8.539618,8.440780,8.480316,1.373767,165043
1973-08-24,8.480316,8.559386,8.282639,8.341942,1.351352,128366
1973-08-27,8.341942,8.341942,8.223336,8.322175,1.348150,92955
1973-08-28,8.381477,8.539618,8.381477,8.401245,1.360958,127734
1973-08-29,8.519851,8.618689,8.519851,8.579154,1.389778,393320
1973-08-30,8.579154,8.836133,8.579154,8.836133,1.431408,153660
1973-08-31,8.836133,8.836133,8.677992,8.737295,1.415396,49323
1973-09-04,8.875668,8.994274,8.875668,8.974506,1.453824,203616
1973-09-05,8.974506,8.994274,8.934971,8.994274,1.457025,166940
1973-09-06,9.033809,9.290789,9.033809,9.290789,1.505059,209307
1973-09-07,9.290789,9.330324,9.093112,9.152415,1.482644,185910
1973-09-10,9.152415,9.152415,8.855901,8.855901,1.434610,76514
1973-09-11,8.855901,8.974506,8.697760,8.974506,1.453824,287085
1973-09-12,8.934971,8.934971,8.796598,8.836133,1.431408,197292
1973-09-13,8.836133,8.836133,8.638457,8.796598,1.425004,286453
1973-09-14,8.796598,8.836133,8.677992,8.836133,1.431408,162513
1973-09-17,8.836133,9.053577,8.836133,8.994274,1.457025,280762
1973-09-18,8.994274,9.093112,8.934971,9.033809,1.463429,116984
1973-09-19,9.033809,9.211718,9.033809,9.152415,1.482644,233336
1973-09-20,9.152415,9.330324,8.994274,8.994274,1.457025,257997
1973-09-21,8.994274,9.053577,8.737295,9.053577,1.466633,201719
1973-09-24,9.033809,9.211718,9.033809,9.211718,1.498795,240292
1973-09-25,9.211718,9.231486,9.112880,9.211718,1.498795,183381
1973-09-26,9.211718,9.350092,9.211718,9.290789,1.511660,239659
1973-09-27,9.290789,9.448930,9.290789,9.409394,1.530959,156190
1973-09-28,9.409394,9.448930,9.330324,9.389627,1.527742,104337
1973-10-01,9.389627,9.448930,9.251253,9.448930,1.537390,109396
1973-10-02,9.448930,9.607071,9.448930,9.508233,1.547040,267483
1973-10-03,9.508233,9.864050,9.468697,9.864050,1.604933,307321
1973-10-04,9.864050,9.864050,9.705909,9.705909,1.579204,283291
1973-10-05,9.804747,10.516382,9.804747,10.516382,1.711072,317438
1973-10-08,10.516382,10.714058,10.298938,10.516382,1.711072,540656
1973-10-09,10.457079,10.457079,10.160565,10.417544,1.694991,202983
1973-10-10,10.338473,10.338473,10.002424,10.041959,1.633879,313012
1973-10-11,10.041959,10.180332,9.864050,9.982656,1.624231,394584
1973-10-12,10.101262,10.417544,10.101262,10.417544,1.694991,383202
1973-10-15,10.338473,10.338473,10.160565,10.239635,1.666044,157454
1973-10-16,10.180332,10.180332,10.041959,10.180332,1.656394,263056
1973-10-17,10.180332,10.298938,10.101262,10.219868,1.662826,180219
1973-10-18,10.219868,10.219868,10.101262,10.219868,1.662826,90426
1973-10-19,10.219868,10.279170,10.121029,10.160565,1.653178,225115
1973-10-22,10.160565,10.160565,10.002424,10.101262,1.643529,140381
1973-10-23,10.101262,10.121029,9.943121,10.101262,1.643529,235865
1973-10-24,10.160565,10.219868,10.160565,10.160565,1.653178,205513
1973-10-25,10.160565,10.753594,10.101262,10.753594,1.749667,313644
1973-10-26,10.753594,10.753594,10.536150,10.694291,1.740020,357276
1973-10-29,10.674523,10.674523,10.457079,10.457079,1.701423,212469
1973-10-30,10.239635,10.239635,9.804747,9.864050,1.604933,437584
1973-10-31,9.824515,9.824515,9.626838,9.626838,1.566338,195395
1973-11-01,9.626838,9.626838,9.468697,9.567536,1.556689,414819
1973-11-02,9.389627,9.389627,9.191950,9.330324,1.518094,646258
1973-11-05,9.112880,9.112880,8.915204,8.934971,1.453766,819521
1973-11-06,8.934971,9.271021,8.895436,9.033809,1.469848,733522
1973-11-07,9.033809,9.290789,8.994274,9.053577,1.473066,587450
1973-11-08,9.093112,9.409394,9.093112,9.211718,1.498795,373085
1973-11-09,9.211718,9.251253,8.796598,8.836133,1.437686,823948
1973-11-12,8.796598,8.796598,8.203569,8.737295,1.421604,578597
1973-11-13,8.737295,8.895436,8.638457,8.757062,1.424821,416717
1973-11-14,8.757062,8.796598,8.262872,8.401245,1.366927,434422
1973-11-15,8.401245,8.757062,8.223336,8.757062,1.424821,607685
1973-11-16,8.757062,9.330324,8.638457,9.033809,1.469848,600097
1973-11-19,8.934971,8.934971,8.638457,8.697760,1.415172,426834
1973-11-20,8.618689,8.618689,8.381477,8.381477,1.363710,1152768
1973-11-21,8.381477,8.638457,8.183801,8.341942,1.357279,904888
1973-11-23,8.282639,8.282639,7.867519,7.926822,1.289736,339570
1973-11-26,7.788448,7.788448,7.393096,7.610540,1.238275,392055
1973-11-27,7.610540,7.867519,7.571004,7.630307,1.241491,643729
1973-11-28,7.689610,8.025660,7.689610,8.025660,1.305816,314909
1973-11-29,8.025660,8.638457,7.966357,8.282639,1.347630,510304
1973-11-30,8.282639,8.381477,8.144266,8.262872,1.344413,344629
1973-12-03,8.223336,8.223336,8.045428,8.084963,1.315466,309850
1973-12-04,8.084963,8.322175,8.084963,8.282639,1.347630,197925
1973-12-05,8.223336,8.223336,8.104731,8.203569,1.334764,220689
1973-12-06,8.223336,8.618689,8.223336,8.618689,1.402306,276336
1973-12-07,8.618689,8.757062,8.579154,8.638457,1.405523,430628
1973-12-10,8.638457,8.677992,8.381477,8.579154,1.395874,174528
1973-12-11,8.579154,8.737295,8.579154,8.579154,1.395874,338938
1973-12-12,8.519851,8.519851,8.282639,8.322175,1.354062,496392
1973-12-13,8.322175,8.480316,8.183801,8.282639,1.347630,470466
1973-12-14,8.282639,8.401245,7.966357,8.322175,1.354062,288350
1973-12-17,8.322175,8.341942,8.164033,8.282639,1.347630,254203
1973-12-18,8.322175,8.757062,8.322175,8.737295,1.421604,127734
1973-12-19,8.737295,9.033809,8.697760,8.737295,1.421604,261159
1973-12-20,8.737295,8.855901,8.579154,8.697760,1.415172,247248
1973-12-21,8.697760,8.737295,8.579154,8.677992,1.411955,176425
1973-12-24,8.618689,8.618689,8.539618,8.618689,1.408723,128366
1973-12-26,8.737295,9.033809,8.737295,8.994274,1.470114,419878
1973-12-27,9.053577,9.211718,9.053577,9.211718,1.505654,425569
1973-12-28,9.152415,9.152415,9.033809,9.053577,1.479807,136587
1973-12-31,9.053577,9.112880,8.915204,9.093112,1.486269,115087
