Date,Open,High,Low,Close,Adj Close,Volume
1977-03-18,1.035276,1.035276,1.022495,1.022495,0.372406,59658
1977-03-21,1.022495,1.022495,1.009714,1.009714,0.367751,139854
1977-03-22,1.009714,1.009714,0.984151,0.984151,0.358440,105624
1977-03-23,0.984151,0.984151,0.971370,0.971370,0.353785,85086
1977-03-24,0.971370,0.984151,0.945808,0.945808,0.344475,177996
1977-03-25,0.945808,0.958589,0.945808,0.945808,0.344475,71394
1977-03-28,0.945808,0.958589,0.945808,0.945808,0.344475,103668
1977-03-29,0.945808,0.958589,0.945808,0.958589,0.349130,164304
1977-03-30,0.958589,0.971370,0.958589,0.971370,0.353785,133986
1977-03-31,0.971370,0.971370,0.945808,0.945808,0.344475,84108
1977-04-01,0.945808,0.996933,0.945808,0.984151,0.358440,256236
1977-04-04,0.996933,1.009714,0.996933,0.996933,0.363095,248412
1977-04-05,0.996933,1.009714,0.996933,0.996933,0.363095,151590
1977-04-06,0.996933,1.009714,0.996933,1.009714,0.367751,427386
1977-04-07,1.009714,1.009714,0.984151,1.009714,0.367751,354036
1977-04-11,0.971370,0.971370,0.958589,0.958589,0.349130,139854
1977-04-12,0.958589,0.984151,0.958589,0.958589,0.349130,39120
1977-04-13,0.958589,0.984151,0.945808,0.971370,0.353785,169194
1977-04-14,0.971370,0.984151,0.945808,0.971370,0.353785,87042
1977-04-15,0.971370,1.009714,0.958589,1.009714,0.367751,323718
1977-04-18,1.009714,1.022495,0.971370,0.984151,0.358440,449880
1977-04-19,0.971370,0.971370,0.945808,0.971370,0.353785,253302
1977-04-20,0.958589,0.958589,0.945808,0.958589,0.349130,60636
1977-04-21,0.958589,0.971370,0.958589,0.971370,0.353785,604404
1977-04-22,0.971370,0.971370,0.945808,0.945808,0.344475,163326
1977-04-25,0.945808,0.945808,0.920245,0.920245,0.335165,103668
1977-04-26,0.920245,0.933027,0.920245,0.933027,0.339820,147678
1977-04-27,0.933027,0.945808,0.933027,0.933027,0.339820,105624
1977-04-28,0.933027,0.945808,0.920245,0.920245,0.335165,114426
1977-04-29,0.920245,0.933027,0.920245,0.933027,0.339820,93888
1977-05-02,0.933027,0.945808,0.920245,0.945808,0.344475,129096
1977-05-03,0.945808,0.945808,0.907464,0.920245,0.335165,161370
1977-05-04,0.920245,0.984151,0.920245,0.984151,0.358440,265038
1977-05-05,0.984151,1.048057,0.984151,1.048057,0.381715,2446956
1977-05-06,1.060838,1.150307,1.048057,1.124744,0.409646,2669940
1977-05-09,1.124744,1.175869,1.111963,1.175869,0.428266,869442
1977-05-10,1.175869,1.214213,1.150307,1.175869,0.428266,1774092
1977-05-11,1.188650,1.278119,1.188650,1.226994,0.446887,2350134
1977-05-12,1.239775,1.278119,1.239775,1.265337,0.460852,1352574
1977-05-13,1.265337,1.265337,1.150307,1.239775,0.451542,699270
1977-05-16,1.239775,1.265337,1.214213,1.226994,0.446887,563328
1977-05-17,1.201431,1.201431,1.163088,1.188650,0.432921,403914
1977-05-18,1.188650,1.214213,1.188650,1.188650,0.432921,309048
1977-05-19,1.201431,1.214213,1.201431,1.214213,0.442232,317850
1977-05-20,1.214213,1.214213,1.188650,1.201431,0.437576,207336
1977-05-23,1.201431,1.201431,1.175869,1.175869,0.428266,173106
1977-05-24,1.163088,1.163088,1.150307,1.163088,0.423611,314916
1977-05-25,1.163088,1.188650,1.124744,1.150307,0.418956,396090
1977-05-26,1.150307,1.163088,1.137526,1.137526,0.414301,364794
1977-05-27,1.137526,1.150307,1.124744,1.124744,0.409646,404892
1977-05-31,1.124744,1.163088,1.124744,1.163088,0.423611,180930
1977-06-01,1.163088,1.188650,1.163088,1.175869,0.428266,273840
1977-06-02,1.175869,1.188650,1.163088,1.163088,0.423611,142788
1977-06-03,1.163088,1.252556,1.163088,1.214213,0.442232,807828
1977-06-06,1.214213,1.252556,1.201431,1.214213,0.442232,347190
1977-06-07,1.214213,1.405930,1.214213,1.405930,0.512057,2653314
1977-06-08,1.405930,1.418712,1.342025,1.367587,0.498093,1858200
1977-06-09,1.367587,1.367587,1.329243,1.342025,0.488783,601470
1977-06-10,1.342025,1.393149,1.342025,1.393149,0.507402,545724
1977-06-13,1.380368,1.380368,1.342025,1.367587,0.498093,468462
1977-06-14,1.367587,1.367587,1.342025,1.354806,0.493437,559416
1977-06-15,1.354806,1.469836,1.342025,1.444274,0.526023,2104656
1977-06-16,1.444274,1.495399,1.431493,1.469836,0.535333,1022988
1977-06-17,1.482618,1.559305,1.482618,1.559305,0.567918,1813212
1977-06-20,1.559305,1.584867,1.520961,1.584867,0.577228,1679226
1977-06-21,1.584867,1.584867,1.546524,1.572086,0.572574,1622502
1977-06-22,1.572086,1.635992,1.546524,1.635992,0.595849,1875804
1977-06-23,1.635992,1.635992,1.597648,1.623211,0.591194,533010
1977-06-24,1.623211,1.635992,1.597648,1.623211,0.591194,469440
1977-06-27,1.623211,1.623211,1.584867,1.610429,0.586539,433254
1977-06-28,1.610429,1.610429,1.508180,1.533742,0.558608,2005878
1977-06-29,1.533742,1.559305,1.482618,1.559305,0.567918,818586
1977-06-30,1.572086,1.597648,1.572086,1.584867,0.577228,812718
1977-07-01,1.572086,1.572086,1.546524,1.546524,0.563264,303180
1977-07-05,1.546524,1.546524,1.520961,1.533742,0.558608,272862
1977-07-06,1.520961,1.520961,1.457055,1.482618,0.539988,1330080
1977-07-07,1.482618,1.508180,1.482618,1.508180,0.549298,682644
1977-07-08,1.508180,1.520961,1.508180,1.520961,0.553953,374574
1977-07-11,1.520961,1.546524,1.508180,1.533742,0.558608,330564
1977-07-12,1.533742,1.661554,1.533742,1.661554,0.605159,1313454
1977-07-13,1.687117,1.802147,1.687117,1.751022,0.637744,3144270
1977-07-15,1.763804,1.904397,1.763804,1.891616,0.688950,2271894
1977-07-18,1.891616,1.955521,1.814928,1.904397,0.693606,1420056
1977-07-19,1.904397,1.904397,1.789366,1.789366,0.651710,902694
1977-07-20,1.789366,1.789366,1.712679,1.776585,0.647054,978000
1977-07-21,1.763804,1.763804,1.699898,1.725460,0.628434,407826
1977-07-22,1.763804,1.814928,1.763804,1.814928,0.661020,552570
1977-07-25,1.814928,1.840491,1.712679,1.712679,0.623780,532032
1977-07-26,1.712679,1.763804,1.712679,1.763804,0.642400,432276
1977-07-27,1.763804,1.776585,1.712679,1.725460,0.628434,1061130
1977-07-28,1.725460,1.751022,1.699898,1.738241,0.633089,689490
1977-07-29,1.738241,1.763804,1.699898,1.738241,0.633089,457704
1977-08-01,1.738241,1.763804,1.725460,1.738241,0.633089,222006
1977-08-02,1.738241,1.751022,1.725460,1.751022,0.637744,244500
1977-08-03,1.738241,1.738241,1.712679,1.738241,0.633089,215160
1977-08-04,1.738241,1.853272,1.738241,1.840491,0.670330,1066998
1977-08-05,1.840491,1.866053,1.814928,1.840491,0.670330,341322
1977-08-08,1.840491,1.840491,1.814928,1.827710,0.665675,248412
1977-08-09,1.827710,1.840491,1.802147,1.802147,0.656365,495846
1977-08-10,1.802147,1.840491,1.802147,1.827710,0.665675,170172
1977-08-11,1.827710,1.853272,1.814928,1.814928,0.661020,501714
1977-08-12,1.814928,1.827710,1.789366,1.802147,0.656365,149634
1977-08-15,1.802147,1.802147,1.751022,1.789366,0.651710,327630
1977-08-16,1.776585,1.776585,1.699898,1.699898,0.619124,325674
1977-08-17,1.699898,1.763804,1.687117,1.725460,0.628434,272862
1977-08-18,1.725460,1.751022,1.725460,1.738241,0.633089,195600
1977-08-19,1.738241,1.751022,1.712679,1.738241,0.633089,104646
1977-08-22,1.738241,1.738241,1.725460,1.738241,0.633089,136920
1977-08-23,1.738241,1.789366,1.738241,1.738241,0.633089,372618
1977-08-24,1.738241,1.789366,1.725460,1.776585,0.647054,567240
1977-08-25,1.776585,1.853272,1.776585,1.802147,0.656365,1018098
1977-08-26,1.789366,1.789366,1.738241,1.738241,0.633089,345234
1977-08-29,1.738241,1.751022,1.738241,1.751022,0.637744,191688
1977-08-30,1.751022,1.751022,1.648773,1.674335,0.609814,453792
1977-08-31,1.661554,1.661554,1.508180,1.572086,0.572574,873354
1977-09-01,1.572086,1.623211,1.572086,1.623211,0.591194,352080
1977-09-02,1.623211,1.648773,1.559305,1.623211,0.591194,290466
1977-09-06,1.623211,1.648773,1.623211,1.635992,0.595849,103668
1977-09-07,1.635992,1.648773,1.623211,1.648773,0.600504,189732
1977-09-08,1.648773,1.674335,1.610429,1.623211,0.591194,216138
1977-09-09,1.623211,1.623211,1.546524,1.559305,0.567918,258192
1977-09-12,1.559305,1.584867,1.520961,1.546524,0.563264,277752
1977-09-13,1.546524,1.559305,1.533742,1.559305,0.567918,98778
1977-09-14,1.559305,1.559305,1.520961,1.559305,0.567918,220050
1977-09-15,1.559305,1.584867,1.546524,1.584867,0.577228,187776
1977-09-16,1.584867,1.597648,1.559305,1.584867,0.577228,107580
1977-09-19,1.584867,1.584867,1.546524,1.559305,0.567918,37164
1977-09-20,1.546524,1.546524,1.533742,1.546524,0.563264,183864
1977-09-21,1.533742,1.533742,1.457055,1.495399,0.544643,180930
1977-09-22,1.495399,1.508180,1.418712,1.508180,0.549298,459660
1977-09-23,1.495399,1.508180,1.469836,1.508180,0.549298,118338
1977-09-26,1.508180,1.508180,1.482618,1.508180,0.549298,248412
1977-09-27,1.495399,1.495399,1.469836,1.482618,0.539988,130074
1977-09-28,1.482618,1.559305,1.469836,1.533742,0.558608,390222
1977-09-29,1.533742,1.584867,1.533742,1.584867,0.577228,357948
1977-09-30,1.584867,1.635992,1.584867,1.623211,0.591194,462594
1977-10-03,1.623211,1.623211,1.546524,1.559305,0.567918,175062
1977-10-04,1.559305,1.559305,1.520961,1.520961,0.553953,199512
1977-10-05,1.520961,1.520961,1.482618,1.482618,0.539988,165282
1977-10-06,1.482618,1.520961,1.482618,1.508180,0.549298,126162
1977-10-07,1.508180,1.508180,1.482618,1.508180,0.549298,96822
1977-10-10,1.508180,1.508180,1.482618,1.482618,0.539988,42054
1977-10-11,1.482618,1.508180,1.469836,1.495399,0.544643,31296
1977-10-12,1.393149,1.508180,1.380368,1.405930,0.512057,241566
1977-10-13,1.405930,1.405930,1.380368,1.393149,0.507402,190710
1977-10-14,1.393149,1.457055,1.354806,1.457055,0.530678,229830
1977-10-17,1.457055,1.457055,1.405930,1.431493,0.521368,126162
1977-10-18,1.431493,1.444274,1.418712,1.444274,0.526023,177996
1977-10-19,1.444274,1.469836,1.444274,1.444274,0.526023,228852
1977-10-20,1.444274,1.469836,1.444274,1.469836,0.535333,76284
1977-10-21,1.469836,1.508180,1.457055,1.469836,0.535333,156480
1977-10-24,1.469836,1.482618,1.457055,1.457055,0.530678,86064
1977-10-25,1.457055,1.469836,1.444274,1.469836,0.535333,122250
1977-10-26,1.469836,1.520961,1.457055,1.495399,0.544643,150612
1977-10-27,1.495399,1.597648,1.495399,1.559305,0.567918,540834
1977-10-28,1.559305,1.610429,1.520961,1.533742,0.558608,165282
1977-10-31,1.533742,1.546524,1.520961,1.533742,0.558608,69438
1977-11-01,1.508180,1.508180,1.469836,1.495399,0.544643,31296
1977-11-02,1.469836,1.469836,1.444274,1.444274,0.526023,39120
1977-11-03,1.444274,1.444274,1.418712,1.444274,0.526023,150612
1977-11-04,1.444274,1.457055,1.444274,1.444274,0.526023,112470
1977-11-07,1.457055,1.482618,1.457055,1.469836,0.535333,233742
1977-11-08,1.469836,1.469836,1.457055,1.469836,0.535333,47922
1977-11-09,1.457055,1.457055,1.444274,1.457055,0.530678,279708
1977-11-10,1.457055,1.482618,1.457055,1.482618,0.539988,312960
1977-11-11,1.508180,1.572086,1.508180,1.572086,0.572574,864552
1977-11-14,1.572086,1.584867,1.546524,1.584867,0.577228,620052
1977-11-15,1.584867,1.623211,1.584867,1.610429,0.586539,318828
1977-11-16,1.610429,1.648773,1.610429,1.635992,0.595849,409782
1977-11-17,1.635992,1.635992,1.572086,1.597648,0.581883,161370
1977-11-18,1.597648,1.610429,1.572086,1.610429,0.586539,397068
1977-11-21,1.610429,1.623211,1.597648,1.610429,0.586539,95844
1977-11-22,1.623211,1.661554,1.623211,1.661554,0.605159,455748
1977-11-23,1.661554,1.661554,1.648773,1.648773,0.600504,202446
1977-11-25,1.648773,1.687117,1.623211,1.687117,0.614469,462594
1977-11-28,1.687117,1.712679,1.674335,1.687117,0.614469,308070
1977-11-29,1.687117,1.699898,1.648773,1.648773,0.600504,290466
1977-11-30,1.648773,1.661554,1.648773,1.661554,0.605159,59658
1977-12-01,1.661554,1.661554,1.635992,1.661554,0.605159,143766
1977-12-02,1.661554,1.661554,1.623211,1.635992,0.595849,125184
1977-12-05,1.623211,1.623211,1.610429,1.623211,0.591194,55746
1977-12-06,1.597648,1.597648,1.546524,1.572086,0.572574,345234
1977-12-07,1.572086,1.572086,1.546524,1.546524,0.563264,97800
1977-12-08,1.546524,1.559305,1.533742,1.533742,0.558608,148656
1977-12-09,1.533742,1.572086,1.533742,1.559305,0.567918,123228
1977-12-12,1.559305,1.572086,1.546524,1.559305,0.567918,90954
1977-12-13,1.533742,1.533742,1.520961,1.533742,0.558608,92910
1977-12-14,1.533742,1.533742,1.520961,1.533742,0.558608,51834
1977-12-15,1.533742,1.546524,1.533742,1.533742,0.558608,56724
1977-12-16,1.533742,1.546524,1.508180,1.520961,0.553953,105624
1977-12-19,1.508180,1.508180,1.457055,1.482618,0.539988,248412
1977-12-20,1.482618,1.508180,1.482618,1.482618,0.539988,191688
1977-12-21,1.482618,1.533742,1.482618,1.520961,0.553953,351102
1977-12-22,1.520961,1.546524,1.495399,1.508180,0.549298,195600
1977-12-23,1.520961,1.559305,1.520961,1.559305,0.567918,186798
1977-12-27,1.559305,1.572086,1.546524,1.559305,0.567918,156480
1977-12-28,1.559305,1.559305,1.482618,1.508180,0.549298,336432
1977-12-29,1.508180,1.520961,1.482618,1.482618,0.539988,303180
1977-12-30,1.495399,1.533742,1.495399,1.533742,0.558608,283620
1978-01-03,1.533742,1.559305,1.533742,1.533742,0.558608,366750
1978-01-04,1.533742,1.533742,1.520961,1.520961,0.553953,60636
1978-01-05,1.520961,1.546524,1.418712,1.418712,0.516712,287532
1978-01-06,1.418712,1.418712,1.329243,1.329243,0.484127,1301718
1978-01-09,1.329243,1.380368,1.316462,1.329243,0.484127,432276
1978-01-10,1.354806,1.393149,1.354806,1.393149,0.507402,218094
1978-01-11,1.393149,1.393149,1.380368,1.393149,0.507402,244500
1978-01-12,1.393149,1.393149,1.380368,1.393149,0.507402,106602
1978-01-13,1.393149,1.393149,1.380368,1.393149,0.507402,156480
1978-01-16,1.393149,1.405930,1.393149,1.405930,0.512057,69438
1978-01-17,1.405930,1.418712,1.393149,1.405930,0.512057,120294
1978-01-18,1.405930,1.405930,1.380368,1.393149,0.507402,172128
1978-01-19,1.393149,1.418712,1.393149,1.405930,0.512057,80196
1978-01-20,1.405930,1.405930,1.393149,1.405930,0.512057,67482
1978-01-23,1.405930,1.418712,1.380368,1.418712,0.516712,171150
1978-01-24,1.418712,1.418712,1.393149,1.393149,0.507402,104646
1978-01-25,1.393149,1.405930,1.393149,1.405930,0.512057,44010
1978-01-26,1.405930,1.405930,1.354806,1.367587,0.498093,416628
1978-01-27,1.367587,1.367587,1.329243,1.329243,0.484127,92910
1978-01-30,1.329243,1.393149,1.329243,1.393149,0.507402,100734
1978-01-31,1.393149,1.393149,1.342025,1.342025,0.488783,110514
1978-02-01,1.342025,1.354806,1.342025,1.354806,0.493437,204402
1978-02-02,1.354806,1.367587,1.354806,1.354806,0.493437,58680
1978-02-03,1.354806,1.354806,1.316462,1.354806,0.493437,429342
1978-02-06,1.354806,1.354806,1.329243,1.342025,0.488783,56724
1978-02-07,1.342025,1.405930,1.329243,1.405930,0.512057,204402
1978-02-08,1.405930,1.418712,1.380368,1.405930,0.512057,122250
1978-02-09,1.405930,1.405930,1.380368,1.380368,0.502748,73350
1978-02-10,1.380368,1.444274,1.380368,1.431493,0.521368,489000
1978-02-13,1.444274,1.457055,1.444274,1.457055,0.530678,153546
1978-02-14,1.457055,1.457055,1.431493,1.431493,0.521368,68460
1978-02-15,1.431493,1.444274,1.405930,1.418712,0.516712,127140
1978-02-16,1.418712,1.431493,1.393149,1.405930,0.512057,147678
1978-02-17,1.405930,1.431493,1.393149,1.405930,0.512057,162348
1978-02-21,1.380368,1.380368,1.342025,1.342025,0.488783,273840
1978-02-22,1.342025,1.354806,1.342025,1.342025,0.488783,86064
1978-02-23,1.342025,1.405930,1.342025,1.405930,0.512057,222984
1978-02-24,1.405930,1.431493,1.405930,1.405930,0.512057,101712
1978-02-27,1.405930,1.431493,1.405930,1.405930,0.512057,82152
1978-02-28,1.393149,1.393149,1.354806,1.354806,0.493437,147678
1978-03-01,1.354806,1.393149,1.342025,1.393149,0.507402,266016
1978-03-02,1.393149,1.444274,1.380368,1.444274,0.526023,448902
1978-03-03,1.457055,1.482618,1.457055,1.469836,0.535333,190710
1978-03-06,1.469836,1.482618,1.444274,1.444274,0.526023,68460
1978-03-07,1.444274,1.495399,1.444274,1.495399,0.544643,194622
1978-03-08,1.495399,1.559305,1.495399,1.546524,0.563264,701226
1978-03-09,1.546524,1.572086,1.546524,1.559305,0.567918,402936
1978-03-10,1.559305,1.572086,1.546524,1.572086,0.572574,256236
1978-03-13,1.572086,1.597648,1.546524,1.597648,0.581883,481176
1978-03-14,1.597648,1.623211,1.584867,1.610429,0.586539,297312
1978-03-15,1.610429,1.648773,1.597648,1.648773,0.600504,458682
1978-03-16,1.648773,1.648773,1.610429,1.623211,0.591194,395112
1978-03-17,1.623211,1.712679,1.623211,1.712679,0.623780,1326168
1978-03-20,1.725460,1.751022,1.725460,1.738241,0.633089,451836
1978-03-21,1.738241,1.738241,1.699898,1.699898,0.619124,554526
1978-03-22,1.674335,1.674335,1.648773,1.661554,0.605159,564306
1978-03-23,1.635992,1.687117,1.635992,1.687117,0.614469,400002
1978-03-27,1.687117,1.738241,1.687117,1.725460,0.628434,444990
1978-03-28,1.725460,1.751022,1.725460,1.751022,0.637744,616140
1978-03-29,1.751022,1.751022,1.725460,1.738241,0.633089,191688
1978-03-30,1.738241,1.751022,1.623211,1.699898,0.619124,422496
1978-03-31,1.674335,1.674335,1.623211,1.674335,0.609814,1819080
1978-04-03,1.699898,1.763804,1.699898,1.751022,0.637744,1004406
1978-04-04,1.751022,1.840491,1.712679,1.840491,0.670330,2500746
1978-04-05,1.917178,2.006646,1.917178,1.981084,0.721536,4655280
1978-04-06,1.968303,1.968303,1.904397,1.917178,0.698260,1066020
1978-04-07,1.917178,1.917178,1.878834,1.917178,0.698260,891936
1978-04-10,1.917178,1.929959,1.891616,1.904397,0.693606,273840
1978-04-11,1.904397,1.904397,1.866053,1.904397,0.693606,482154
1978-04-12,1.904397,2.032209,1.891616,2.019427,0.735501,2396100
1978-04-13,2.044990,2.172802,2.044990,2.134458,0.777397,3508086
1978-04-14,2.121677,2.198364,2.121677,2.172802,0.791362,3084612
1978-04-17,2.185583,2.249489,2.185583,2.198364,0.800672,2209302
1978-04-18,2.198364,2.211145,2.160020,2.211145,0.805327,1273356
1978-04-19,2.211145,2.249489,2.172802,2.249489,0.819292,1274334
1978-04-20,2.249489,2.402863,2.211145,2.211145,0.805327,2211258
1978-04-21,2.211145,2.351738,2.160020,2.313395,0.842567,2093898
1978-04-24,2.338957,2.364519,2.338957,2.351738,0.856532,1013208
1978-04-25,2.351738,2.364519,2.236708,2.262270,0.823947,1617612
1978-04-26,2.262270,2.275051,2.223926,2.236708,0.814637,968220
1978-04-27,2.211145,2.211145,2.172802,2.172802,0.791362,537900
1978-04-28,2.172802,2.236708,2.172802,2.223926,0.809982,636678
1978-05-01,2.223926,2.326176,2.211145,2.326176,0.847222,826410
1978-05-02,2.326176,2.479550,2.300613,2.428425,0.884463,2563338
1978-05-03,2.428425,2.594581,2.415644,2.543456,0.926358,2154534
1978-05-04,2.543456,2.632924,2.479550,2.620143,0.954289,1149150
1978-05-05,2.620143,2.671268,2.581800,2.594581,0.944979,805872
1978-05-08,2.594581,2.620143,2.505112,2.505112,0.912393,875310
1978-05-09,2.505112,2.594581,2.505112,2.530675,0.921704,1042548
1978-05-10,2.530675,2.620143,2.530675,2.569018,0.935669,862596
1978-05-11,2.569018,2.671268,2.569018,2.658487,0.968255,1046460
1978-05-12,2.671268,2.735174,2.671268,2.709611,0.986874,1012230
1978-05-15,2.709611,2.722393,2.658487,2.696830,0.982220,546702
1978-05-16,2.696830,2.747955,2.569018,2.594581,0.944979,1304652
1978-05-17,2.594581,2.594581,2.530675,2.569018,0.935669,671886
1978-05-18,2.569018,2.569018,2.415644,2.428425,0.884463,949638
1978-05-19,2.428425,2.428425,2.351738,2.428425,0.884463,802938
1978-05-22,2.428425,2.466769,2.390082,2.453988,0.893773,218094
1978-05-23,2.453988,2.466769,2.377301,2.390082,0.870498,251346
1978-05-24,2.351738,2.351738,2.300613,2.326176,0.847222,977022
1978-05-25,2.326176,2.351738,2.313395,2.313395,0.842567,493890
1978-05-26,2.313395,2.326176,2.223926,2.249489,0.819292,852816
1978-05-30,2.249489,2.377301,2.211145,2.377301,0.865843,713940
1978-05-31,2.402863,2.466769,2.402863,2.415644,0.879807,480198
1978-06-01,2.415644,2.453988,2.402863,2.441207,0.889119,172128
1978-06-02,2.441207,2.492331,2.441207,2.492331,0.907739,236676
1978-06-05,2.517894,2.581800,2.517894,2.569018,0.935669,678732
1978-06-06,2.569018,2.620143,2.466769,2.466769,0.898428,619074
1978-06-07,2.466769,2.530675,2.466769,2.505112,0.912393,438144
1978-06-08,2.530675,2.645706,2.530675,2.581800,0.940324,883134
1978-06-09,2.581800,2.594581,2.556237,2.581800,0.940324,370662
1978-06-12,2.581800,2.594581,2.569018,2.581800,0.940324,402936
1978-06-13,2.569018,2.569018,2.543456,2.543456,0.926358,574086
1978-06-14,2.543456,2.581800,2.530675,2.543456,0.926358,286554
1978-06-15,2.530675,2.530675,2.351738,2.351738,0.856532,891936
1978-06-16,2.351738,2.377301,2.338957,2.364519,0.861188,311982
1978-06-19,2.364519,2.364519,2.287832,2.338957,0.851878,165282
1978-06-20,2.338957,2.338957,2.249489,2.249489,0.819292,227874
1978-06-21,2.249489,2.249489,2.147239,2.223926,0.809982,742302
1978-06-22,2.236708,2.287832,2.236708,2.275051,0.828603,360882
1978-06-23,2.262270,2.262270,2.223926,2.236708,0.814637,611250
1978-06-26,2.236708,2.249489,2.211145,2.236708,0.814637,200490
1978-06-27,2.236708,2.236708,2.211145,2.211145,0.805327,169194
1978-06-28,2.211145,2.262270,2.172802,2.249489,0.819292,232764
1978-06-29,2.249489,2.249489,2.198364,2.211145,0.805327,160392
1978-06-30,2.211145,2.211145,2.198364,2.198364,0.800672,74328
1978-07-03,2.198364,2.223926,2.147239,2.147239,0.782052,342300
1978-07-05,2.147239,2.147239,2.121677,2.121677,0.772741,159414
1978-07-06,2.134458,2.185583,2.134458,2.185583,0.796017,279708
1978-07-07,2.198364,2.262270,2.198364,2.249489,0.819292,277752
1978-07-10,2.262270,2.326176,2.262270,2.313395,0.842567,222006
1978-07-11,2.313395,2.326176,2.300613,2.313395,0.842567,53790
1978-07-12,2.300613,2.300613,2.262270,2.275051,0.828603,166260
1978-07-13,2.262270,2.262270,2.198364,2.211145,0.805327,99756
1978-07-14,2.211145,2.313395,2.211145,2.313395,0.842567,220050
1978-07-17,2.338957,2.441207,2.338957,2.402863,0.875153,509538
1978-07-18,2.402863,2.415644,2.300613,2.326176,0.847222,285576
1978-07-19,2.326176,2.415644,2.326176,2.415644,0.879807,225918
1978-07-20,2.415644,2.479550,2.390082,2.466769,0.898428,358926
1978-07-21,2.466769,2.479550,2.351738,2.364519,0.861188,179952
1978-07-24,2.364519,2.402863,2.351738,2.402863,0.875153,210270
1978-07-25,2.402863,2.594581,2.390082,2.594581,0.944979,1214676
1978-07-26,2.632924,2.799080,2.632924,2.786299,1.014805,2458692
1978-07-27,2.786299,2.811861,2.747955,2.811861,1.024115,1667490
1978-07-28,2.811861,3.041922,2.735174,2.978016,1.084631,1141326
